name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
Charming apartment in Gracia,Spain,Apartment,50,Entire home/apt,1,2,4,moderate,24,2,20,1124,2,10.0,2019-03-08,Ramón,23,2019-03-08,301,2.15756,41.40742
Centric apart perfect familes 1.1,Spain,Serviced apartment,125,Entire home/apt,3,6,6,moderate,103,2,25,120,4,9.0,2019-03-08,Jordi,7,2019-03-08,210,2.16651,41.37365
Bright apartment in the Plateau,Canada,Apartment,50,Private room,1,1,2,flexible,3,1,0,1125,1,8.0,2019-03-11,Emilie,1,2019-03-11,0,-73.58056,45.52698
Charming stylish loft  - Sagrada familia,Spain,Apartment,45,Entire home/apt,1,1,2,strict_14_with_grace_period,9,60,0,150,1,10.0,2019-03-08,Sascha,1,2019-03-08,43,2.1703,41.40799
Victorian Home Mosman Cent. Rm 2/3,Australia,House,80,Private room,1,1,2,moderate,20,1,0,1125,1,10.0,2019-03-07,Robyn,3,2019-03-07,360,151.23888,-33.82662
Your cute home in Istanbul(forwoman),Turkey,Apartment,74,Private room,1,2,4,moderate,7,1,75,1125,2,10.0,2019-02-18,Elif,1,2019-02-18,90,28.86495,40.99009
The city cabin,United States,Apartment,75,Entire home/apt,1,1,2,strict_14_with_grace_period,48,1,0,30,1,9.0,2019-03-07,Jerry,1,2019-03-07,313,-73.90351,40.70365
Oceanfront Ease & Elegance,United States,Apartment,165,Entire home/apt,1,1,2,flexible,0,1,0,1125,1,0.0,2019-03-06,Julie,2,2019-03-06,308,-157.81985,21.26064
Big 2BR loft in ❤️of Williamsburg-5min to Manhattan,United States,Apartment,160,Entire home/apt,2,3,6,strict_14_with_grace_period,4,5,20,25,4,10.0,2019-03-06,Juan Pablo,2,2019-03-06,0,-73.95828,40.72141
Make Old Halewia Town Your Basecamp,United States,House,99,Private room,1,1,2,moderate,10,2,25,30,1,10.0,2019-03-06,Tai/Jen,2,2019-03-06,177,-158.10356,21.58669
Master Ensuite - Rushcutters Bay,Australia,Apartment,100,Private room,1,1,2,flexible,0,25,0,35,1,0.0,2019-03-07,Carol,1,2019-03-07,0,151.22908,-33.87504
Sunny top fl Private 1- BR with garden view,United States,Apartment,145,Entire home/apt,1,1,2,strict_14_with_grace_period,195,3,50,60,2,10.0,2019-03-07,Demi,2,2019-03-07,90,-73.9614,40.67566
Individual room in city center,Spain,Apartment,27,Private room,1,1,1,strict_14_with_grace_period,150,1,0,1125,1,9.0,2019-03-08,Darko,2,2019-03-08,350,2.17147,41.37966
My Little Guest Apartment,United States,House,105,Entire home/apt,1,8,5,moderate,183,1,20,1125,3,9.0,2019-03-07,Linda,3,2019-03-07,292,-73.81785,40.75348
Service APT 1 Min walk to MTR Causeway Bay銅鑼湾B,Hong Kong,Apartment,746,Entire home/apt,1,1,2,strict_14_with_grace_period,8,2,102,365,2,8.0,2019-03-11,Daisy,20,2019-03-11,126,114.18291,22.28057
Tranquil Beach & Bush Cottage + Backyard Studio,Australia,Cottage,148,Entire home/apt,3,5,7,strict_14_with_grace_period,3,7,20,30,2,9.0,2019-03-07,Belinda,1,2019-03-07,53,151.28737,-33.73137
"Great value cozy studio, 5 mins walk to TST MTR",Hong Kong,Apartment,652,Entire home/apt,0,1,2,strict_14_with_grace_period,29,1,100,1125,2,9.0,2019-03-11,Carolina,3,2019-03-11,349,114.17397,22.2999
Wburg 1 bedroom - Spacious & Sunny,United States,Apartment,105,Entire home/apt,1,1,2,strict_14_with_grace_period,31,3,25,45,2,10.0,2019-03-06,Franky,1,2019-03-06,0,-73.94464,40.72008
Bright Atico in Born with the perfect roof terrace,Spain,Apartment,45,Private room,1,1,2,strict_14_with_grace_period,2,3,0,8,1,6.0,2019-03-08,Skd,1,2019-03-08,0,2.17781,41.38502
Room near a Lovely Beach & Airport,Australia,Apartment,43,Private room,1,1,2,moderate,312,1,20,7,1,10.0,2019-03-07,Hernan,1,2019-03-07,63,151.15061,-33.96717
La maison aux raisins,Canada,Apartment,68,Entire home/apt,1,1,2,flexible,44,2,15,1125,2,10.0,2019-03-11,Philippe,1,2019-03-11,273,-73.55511,45.55062
Room in quiet village in Sai Kung,Hong Kong,House,801,Private room,2,2,4,strict_14_with_grace_period,91,1,500,1125,2,10.0,2019-03-11,Tara,2,2019-03-11,364,114.26215,22.39034
Kapalua Bay Villa 20g2 Beachfront!,United States,Condominium,834,Entire home/apt,2,3,6,super_strict_60,2,7,0,1125,1,10.0,2019-03-06,Vicky,57,2019-03-06,99,-156.66299,21.00087
E-House Relógio - 2C,Portugal,House,13,Private room,1,1,1,strict_14_with_grace_period,25,2,0,1125,1,9.0,2019-02-16,E-Houses,29,2019-02-16,0,-8.59486,41.17178
Cozy&Church Terrace Room in Beyoglu,Turkey,Loft,179,Entire home/apt,1,1,2,strict_14_with_grace_period,27,1,0,1125,1,8.0,2019-02-18,Evrim,7,2019-02-18,0,28.97648,41.03289
Flat for Families and Friend groups,Turkey,Bed and breakfast,685,Private room,1,5,5,flexible,0,1,0,1125,1,0.0,2019-02-18,Fuat,10,2019-02-18,365,28.98319,41.03908
Sultan Hostel - Old Town,Turkey,Bed and breakfast,395,Private room,1,6,6,moderate,0,1,0,1125,1,0.0,2019-02-18,Sultan,1,2019-02-18,365,28.98005,41.00518
Comfortable and sunny double room,Spain,Apartment,23,Private room,1,1,2,strict_14_with_grace_period,3,21,8,60,1,10.0,2019-03-08,Karina,2,2019-03-08,31,2.18174,41.42409
Charmant 4 demi,Canada,Apartment,63,Entire home/apt,1,1,2,flexible,1,1,0,1125,1,8.0,2019-03-11,Alice,1,2019-03-11,0,-73.58965,45.52222
Square Saint-Louis.,Canada,Apartment,93,Entire home/apt,2,2,4,moderate,110,5,35,365,4,10.0,2019-03-11,Richard,1,2019-03-11,206,-73.57055,45.51751
Cozy&Stylish Room in Beyoglu,Turkey,Apartment,142,Private room,1,1,2,strict_14_with_grace_period,18,2,0,1125,1,9.0,2019-02-18,Evrim,7,2019-02-18,365,28.97753,41.03311
Ipanema Great 2-bedroom Cozy Apt,Brazil,Apartment,201,Entire home/apt,2,2,4,strict_14_with_grace_period,101,2,60,1124,4,10.0,2019-02-11,Marcos,5,2019-02-11,165,-43.20084120164455,-22.98504997058126
Beautiful Room in the City Centre!,Turkey,Apartment,891,Private room,1,2,2,strict_14_with_grace_period,7,3,119,180,2,8.0,2019-02-18,Jan,2,2019-02-18,0,28.97112,41.03291
Huge one bedroom apartment,United States,Apartment,115,Entire home/apt,1,1,2,moderate,1,5,0,1125,1,8.0,2019-03-06,Stephanie,1,2019-03-06,0,-73.95265,40.67191
Wonderful Waikiki Skytower  DH/mountain views,United States,Condominium,175,Entire home/apt,1,1,4,strict_14_with_grace_period,155,1,0,180,1,10.0,2019-03-06,Tiare,14,2019-03-06,281,-157.82374,21.27899
Water view apartment 15min to CBD private bathroom,Australia,Apartment,60,Private room,1,1,2,strict_14_with_grace_period,5,5,12,305,1,9.0,2019-03-07,Zed,2,2019-03-07,41,151.13318,-33.85036
Cosy Room in Kadıkoy,Turkey,Apartment,63,Private room,1,1,2,flexible,1,1,60,365,1,10.0,2019-02-18,Emrahcan,1,2019-02-18,232,29.03452,40.997
Gallery´s Street House,Portugal,House,35,Entire home/apt,2,2,4,strict_14_with_grace_period,166,1,15,1124,2,10.0,2019-02-16,Mimi,2,2019-02-16,354,-8.62249,41.14878
Copacabana Private Family Room : ),Brazil,Apartment,97,Private room,1,1,2,strict_14_with_grace_period,45,3,40,1125,1,9.0,2019-02-11,Mari,2,2019-02-11,344,-43.19052018844617,-22.980733619684557
Spacious Flat in trendy area,Hong Kong,Apartment,699,Entire home/apt,1,1,3,flexible,0,1,0,1125,1,0.0,2019-03-11,Heather,1,2019-03-11,0,114.14751,22.28442
"2 bedroom + 1 sofa, free car park place",Turkey,House,221,Entire home/apt,2,2,4,flexible,0,3,0,30,1,0.0,2019-02-18,Tibet,2,2019-02-18,202,29.02268,41.07344
Private Park Slope Brooklyn Hideaway,United States,Apartment,84,Entire home/apt,1,1,2,strict_14_with_grace_period,148,5,25,1124,2,10.0,2019-03-07,Andrew,3,2019-03-07,129,-73.98793,40.66934
"Central, Soho High Fl. Bright View",Hong Kong,Apartment,809,Entire home/apt,2,2,4,strict_14_with_grace_period,129,1,120,1125,2,9.0,2019-03-11,Andrea,2,2019-03-11,294,114.15153,22.28422
Room for rent in Ortakoy at,Turkey,Bed and breakfast,121,Private room,1,1,1,flexible,0,3,0,1125,1,0.0,2019-02-18,Yao Francis,3,2019-02-18,365,29.011,41.06311
Cosy Single room in Beşiktaş!,Turkey,Apartment,58,Private room,1,1,1,strict_14_with_grace_period,4,4,0,1125,1,7.0,2019-02-18,Başak,11,2019-02-18,262,29.00817,41.04469
Lindo studio e perfeita localização,Brazil,Apartment,179,Entire home/apt,1,2,4,flexible,9,1,40,1125,3,7.0,2019-02-11,Glauber,2,2019-02-11,353,-43.19298460413519,-22.982136743865308
Waikiki Banyan Tower 2 Suite 1214,United States,House,238,Entire home/apt,1,2,6,super_strict_30,0,1,0,1125,1,0.0,2019-03-06,Koko Resorts,66,2019-03-06,293,-157.82211,21.27555
Burgundy Affordable Spacious@Centre,Turkey,Apartment,69,Private room,1,1,2,flexible,0,1,32,1125,1,0.0,2019-02-18,Fati,15,2019-02-18,355,28.98512,41.05078
istanbul'un kalbinde cihangirde,Turkey,Townhouse,200,Private room,1,2,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Emre,1,2019-02-18,365,28.98482,41.03356
Clean & cozy room 1 min fr PE MTR,Hong Kong,Apartment,400,Private room,1,1,1,flexible,0,2,0,10,1,0.0,2019-03-11,Janny,1,2019-03-11,0,114.17059,22.32363
Kings Road Brothers Sta Catarina,Portugal,Apartment,37,Entire home/apt,1,2,2,strict_14_with_grace_period,180,2,20,120,2,8.0,2019-02-16,Francisco,1,2019-02-16,336,-8.60433,41.15053
Art Gallery  in Harlem,United States,Apartment,150,Entire home/apt,1,0,2,flexible,3,5,100,1125,2,10.0,2019-03-07,Nicholas,1,2019-03-07,340,-73.94261,40.83206
"Luxury condo, near the water, with garage",Canada,Condominium,82,Entire home/apt,1,1,2,strict_14_with_grace_period,134,1,0,1125,1,10.0,2019-03-11,Joe,1,2019-03-11,0,-73.54875,45.51108
Stunning Panoramic Ocean Views!,United States,Condominium,540,Entire home/apt,2,2,5,super_strict_60,2,7,0,1125,1,10.0,2019-03-06,Vicky,57,2019-03-06,87,-156.65512,20.99777
Habitación acogedora y soleada!!,Spain,Apartment,35,Private room,1,1,2,strict_14_with_grace_period,38,1,0,1125,1,9.0,2019-03-08,Jesús,1,2019-03-08,360,2.20689,41.41809
JUMP IN BED  COPACABANA 1 - LOFT,Brazil,Guest suite,347,Entire home/apt,1,1,2,strict_14_with_grace_period,2,2,0,28,1,10.0,2019-02-11,Jump In Bed,26,2019-02-11,358,-43.17739595940224,-22.966100003569206
Spot Apartments Sao Bento 61,Portugal,Apartment,120,Entire home/apt,2,4,6,moderate,32,1,0,1125,1,10.0,2019-02-16,Jose,23,2019-02-16,146,-8.61314,41.14183
Prívate room with double bed,Spain,Apartment,35,Private room,1,1,2,moderate,11,2,25,20,2,8.0,2019-03-08,Virginia,1,2019-03-08,0,2.17542,41.4416
Sunny and charming centric flat!!,Spain,Apartment,48,Private room,1,1,2,flexible,52,4,9,20,1,9.0,2019-03-08,Marcelo,2,2019-03-08,123,2.18364,41.39125
"Size, Splendor & High Ceilings",United States,Apartment,175,Entire home/apt,3,3,6,flexible,0,30,0,1125,1,0.0,2019-03-06,Benjamin,21,2019-03-06,339,-73.95851,40.68356
Room in Kurtuluş close to subway,Turkey,Apartment,79,Private room,1,1,2,strict_14_with_grace_period,1,1,40,1125,1,10.0,2019-02-18,Burcu,1,2019-02-18,365,28.98284,41.04833
"chambre,condo",Canada,Apartment,101,Private room,1,1,2,moderate,0,1,0,1125,1,0.0,2019-03-11,Ann,1,2019-03-11,0,-73.58241,45.60181
Ocean View Across Street from Beach Clean & Quiet,United States,Condominium,169,Entire home/apt,2,3,7,strict_14_with_grace_period,71,1,0,1124,1,10.0,2019-03-06,Rebecca,3,2019-03-06,51,-156.44634,20.72437
Lindo Loft praia Copacabana/ Leme!,Brazil,Loft,138,Entire home/apt,0,3,4,strict_14_with_grace_period,43,3,60,1125,2,10.0,2019-02-11,Marilene,4,2019-02-11,87,-43.17206189898937,-22.96207566549646
Cozy room near by Boğaziçi Univ.,Turkey,Apartment,105,Private room,1,2,2,flexible,6,1,0,1125,1,8.0,2019-02-18,Damla,1,2019-02-18,365,29.04925,41.08671
Mon petit coin à moi ..,Canada,Apartment,44,Entire home/apt,1,1,2,flexible,0,1,0,1125,1,0.0,2019-03-11,Marie-Josée,1,2019-03-11,0,-73.60023,45.5549
"Single Rm@Inn Square, Jordan, TST#2",Hong Kong,Apartment,228,Private room,1,1,1,strict_14_with_grace_period,36,4,0,1125,1,9.0,2019-03-11,Inn Square,15,2019-03-11,17,114.16483,22.3087
Cozy Room in Galata,Turkey,Apartment,63,Private room,1,1,1,moderate,0,3,0,1125,1,0.0,2019-02-18,Hande,2,2019-02-18,48,28.97609,41.02606
Generous 75 sqm full of Art,Turkey,Apartment,654,Entire home/apt,1,2,4,strict_14_with_grace_period,19,3,30,1125,2,10.0,2019-02-18,Jonas,2,2019-02-18,335,28.97743,41.02965
Vibrant Sydney at your fingertips,Australia,House,80,Private room,1,1,2,moderate,46,2,0,7,1,10.0,2019-03-07,Carole,1,2019-03-07,62,151.16747,-33.88942
Lulapartment,Portugal,Apartment,56,Entire home/apt,3,6,8,strict_14_with_grace_period,239,2,10,1125,6,9.0,2019-02-16,Cristina,3,2019-02-16,264,-8.61321,41.15862
[203] 5 min WALK to Times Square,United States,Apartment,155,Private room,1,1,2,strict_14_with_grace_period,155,1,0,1125,2,9.0,2019-03-06,Yasu & Akiko,11,2019-03-06,171,-73.98954,40.7614
[306] 5 min WALK to Times Square,United States,Apartment,245,Private room,1,2,4,strict_14_with_grace_period,146,1,25,1125,3,9.0,2019-03-06,Yasu & Akiko,11,2019-03-06,302,-73.98945,40.76207
Happy journey,Spain,Apartment,35,Private room,1,1,2,flexible,9,1,30,20,1,8.0,2019-03-08,Carmen,3,2019-03-08,365,2.15994,41.43654
Max. 6pax Modern Design Apart. (Central Kowloon),Hong Kong,Apartment,298,Entire home/apt,3,3,6,strict_14_with_grace_period,5,2,0,1125,1,8.0,2019-03-11,Jade,9,2019-03-11,342,114.17149,22.31419
"Modern, spacious, light filled home",Australia,House,350,Entire home/apt,3,4,5,flexible,0,7,0,10,1,0.0,2019-03-07,Timo,1,2019-03-07,0,151.18168,-33.90376
M o n k OK 4 cosy rooms,Hong Kong,Bed and breakfast,801,Private room,1,3,4,strict_14_with_grace_period,2,1,0,1125,1,8.0,2019-03-11,Kitty,10,2019-03-11,364,114.20978,22.32873
Romantic Red for 2 in Beyoglu,Turkey,Bed and breakfast,717,Shared room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Arber,3,2019-02-18,365,28.97624,41.02868
"Riverfront Porto & Douro, Spectacular Views!",Portugal,Apartment,85,Entire home/apt,2,3,4,strict_14_with_grace_period,137,3,20,1124,2,10.0,2019-02-16,Marcelo,4,2019-02-16,325,-8.60974,41.13989
@CausewayBayMTR/TimeSq.★Near HKCEC,Hong Kong,Condominium,1162,Entire home/apt,2,3,7,strict_14_with_grace_period,102,3,157,10000,4,9.0,2019-03-11,Carmen,1,2019-03-11,286,114.17931,22.2802
1 BR available in lovely LES unit,United States,Apartment,135,Private room,1,1,2,moderate,6,1,15,1125,1,9.0,2019-03-06,Ben,1,2019-03-06,0,-73.98592,40.72082
Casa da Hera - The Ivy House,Portugal,Townhouse,120,Entire home/apt,3,4,6,strict_14_with_grace_period,236,2,0,1125,1,10.0,2019-02-16,Carlos Mendes Pereira,1,2019-02-16,190,-8.62105,41.14252
Mihmandar Sultanahmet aprt 3,Turkey,Bed and breakfast,417,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Baran,6,2019-02-18,365,28.97492,41.00489
IPANEMA A-CLASS 3 BEDROOM,Brazil,Apartment,895,Entire home/apt,3,5,6,strict_14_with_grace_period,2,3,50,90,5,10.0,2019-02-11,Chad,61,2019-02-11,360,-43.204996536889986,-22.9844112936756
Spacious one bedroom with en-suite,United States,Apartment,80,Private room,1,1,2,strict_14_with_grace_period,12,7,0,1125,1,10.0,2019-03-07,Rawan,1,2019-03-07,0,-73.96496,40.69489
Large & Bright-heart of Le Plateau,Canada,Apartment,86,Entire home/apt,3,3,5,strict_14_with_grace_period,2,1,15,1125,2,4.0,2019-03-11,Amanda,1,2019-03-11,0,-73.57326,45.52323
Roomy Updated Studio - East Village,United States,Apartment,105,Entire home/apt,1,1,3,strict_14_with_grace_period,90,30,20,1125,2,8.0,2019-03-07,Pavel,1,2019-03-07,180,-73.98048,40.72866
Private Room in Very Convenient Location,United States,Apartment,65,Private room,1,1,2,strict_14_with_grace_period,126,1,6,60,1,10.0,2019-03-07,Sarah,1,2019-03-07,82,-73.95213,40.81398
Lovely Parkside Federation Home,Australia,House,300,Entire home/apt,2,2,4,strict_14_with_grace_period,0,7,0,1125,1,0.0,2019-03-07,Nicola,2,2019-03-07,0,151.2518,-33.90486
Partial OceanView Waipouli H207,United States,Resort,295,Private room,1,2,4,super_strict_60,2,3,0,1125,1,10.0,2019-03-06,Kauai Calls!,43,2019-03-06,189,-159.31974,22.06005
Nice room in a super nice apartment,United States,Apartment,55,Private room,1,1,2,flexible,2,7,50,17,2,7.0,2019-03-06,Terry,2,2019-03-06,0,-73.9417,40.71591
Nice and bright room in Kadıköy,Turkey,Apartment,105,Private room,1,1,1,flexible,24,1,53,1125,1,8.0,2019-02-18,Sena,2,2019-02-18,232,29.02678,40.99587
Gorgeous Loft in Clinton Hill,United States,Loft,150,Entire home/apt,1,1,4,strict_14_with_grace_period,1,7,0,1125,2,10.0,2019-03-06,Laura,1,2019-03-06,0,-73.9589,40.68956
"B103 Waipouli Beach Resort, Sleeps 8!",United States,Resort,345,Private room,2,4,8,super_strict_60,4,3,25,1125,6,10.0,2019-03-06,Kauai Calls!,43,2019-03-06,167,-159.32076,22.05995
Beliche em Copacabana,Brazil,Apartment,101,Private room,1,1,2,flexible,13,2,50,15,1,10.0,2019-02-11,Maria,3,2019-02-11,326,-43.18850615382097,-22.973129014011548
West Village Apartment With Character,United States,Apartment,60,Private room,1,1,1,flexible,0,14,0,30,1,0.0,2019-03-06,Josh,1,2019-03-06,0,-74.00008,40.73256
Upper WestSide NYC Central Park II,United States,Apartment,85,Shared room,1,2,2,strict_14_with_grace_period,29,3,45,60,1,8.0,2019-03-07,Janice,1,2019-03-07,363,-73.97238,40.78768
Downtown apartment,Canada,Apartment,129,Entire home/apt,3,4,6,flexible,1,3,20,1125,2,10.0,2019-03-11,Helena,1,2019-03-11,0,-73.57376,45.51531
3BR Gramercy Apt in heart of NYC,United States,Apartment,300,Entire home/apt,3,3,6,flexible,0,1,0,1125,1,0.0,2019-03-06,Alissa,1,2019-03-06,0,-73.9825,40.73912
Sept lease ages:25-40 Resort-like,Canada,Apartment,82,Entire home/apt,1,1,2,flexible,0,30,0,660,1,0.0,2019-03-11,Dan,1,2019-03-11,335,-73.56171,45.49719
"Best location, light and great deco",Hong Kong,Apartment,1201,Entire home/apt,2,2,3,moderate,3,3,0,1125,1,10.0,2019-03-11,Sabrina,1,2019-03-11,0,114.15168,22.28068
Nice apartment in the heart of Soho,Hong Kong,Apartment,495,Entire home/apt,1,1,3,flexible,0,1,200,1125,2,0.0,2019-03-11,Thomas,1,2019-03-11,0,114.15148,22.2812
Chic and Cozy Heart of Williamsburg,United States,Apartment,100,Private room,1,1,1,moderate,42,3,0,21,1,10.0,2019-03-07,Guillerma,1,2019-03-07,364,-73.95615,40.72004
Bosphorus House 1,Turkey,Apartment,627,Entire home/apt,3,3,4,flexible,0,1,0,1125,1,0.0,2019-02-18,Elif,1,2019-02-18,365,28.98681,41.03524
SPECIAL $87/NIGHT! MOLOKAI!,United States,Hotel,87,Private room,0,1,2,moderate,108,1,0,1125,1,10.0,2019-03-06,Raymond,1,2019-03-06,304,-156.99483,21.07811
Paradise Getaway near Pahoa,United States,House,66,Entire home/apt,1,2,4,moderate,115,3,10,365,3,10.0,2019-03-06,Kirsten,1,2019-03-06,280,-154.99436,19.5186
Full Duplex with Terrace & View :),Turkey,Apartment,285,Entire home/apt,1,4,4,moderate,0,5,89,365,2,0.0,2019-02-18,David,2,2019-02-18,0,28.9801,41.03274
Pammy's Place- La'ie,United States,Apartment,125,Entire home/apt,1,2,4,moderate,153,1,20,31,4,9.0,2019-03-06,Rebekah,3,2019-03-06,71,-157.92248,21.64387
Room in front of Parc Laurier,Canada,Apartment,40,Private room,1,1,2,flexible,6,1,0,30,1,10.0,2019-03-11,Maxime,2,2019-03-11,0,-73.58644,45.5306
Sunrise Oasis I,United States,House,40,Private room,1,3,4,strict_14_with_grace_period,91,2,10,15,2,10.0,2019-03-06,"Ted, Pauline And Keo",9,2019-03-06,125,-154.97336,19.59483
Ocean front Beach House in Makaha,United States,House,550,Entire home/apt,4,5,10,strict_14_with_grace_period,14,4,0,45,1,10.0,2019-03-06,Melody,9,2019-03-06,299,-158.21991,21.47622
5 minutes to Sabiha Gökçen Airport,Turkey,Apartment,158,Private room,1,2,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Ufuk,1,2019-02-18,365,29.24801,40.97044
Güneş alan balkonlu oda,Turkey,Apartment,90,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Ahmet,1,2019-02-18,365,28.97959,41.04811
Beautiful convenient Brooklyn loft,United States,Apartment,100,Entire home/apt,1,1,2,strict_14_with_grace_period,5,3,0,8,1,6.0,2019-03-06,Linda,1,2019-03-06,0,-73.95136,40.70711
"Très beau, coeur de Montréal",Canada,Apartment,75,Entire home/apt,2,3,4,flexible,2,3,0,30,1,6.0,2019-03-11,Sylvain,2,2019-03-11,0,-73.57168,45.52267
THE ABSOLUTE BEST EXPERIENCE,United States,Apartment,110,Entire home/apt,0,3,4,strict_14_with_grace_period,141,3,50,90,2,10.0,2019-03-06,Kurt,10,2019-03-06,161,-157.82244,21.27259
Deluxe Large Apt for 9 px 2bathroom,Turkey,Apartment,359,Entire home/apt,4,7,10,moderate,4,1,0,1125,1,8.0,2019-02-18,Aycan,16,2019-02-18,365,28.97681,41.00251
Clean & Cozy- Private Room by Park and Subway!,United States,Apartment,48,Private room,0,1,2,flexible,55,2,0,1125,1,10.0,2019-03-06,Jayanthi,1,2019-03-06,0,-73.9596,40.65452
D&S - Porto Theater Apartment,Portugal,Apartment,80,Entire home/apt,2,3,6,strict_14_with_grace_period,113,1,5,1125,4,9.0,2019-02-16,Diogo,37,2019-02-16,315,-8.60833,41.14453
LUXURY apartment t3 oporto antas,Portugal,Apartment,60,Entire home/apt,3,3,6,strict_14_with_grace_period,142,3,20,1125,4,10.0,2019-02-16,Joaquim,1,2019-02-16,328,-8.5899,41.16377
7 1/2 sunny in Rosemont with Jacuzi,Canada,Apartment,200,Entire home/apt,2,4,6,strict_14_with_grace_period,0,7,50,365,4,0.0,2019-03-11,Etienne,1,2019-03-11,365,-73.57354,45.54895
Secret Falls Retreat  Pool View Rm,United States,Bed and breakfast,226,Private room,1,1,2,strict_14_with_grace_period,13,3,25,30,1,9.0,2019-03-06,Darcy And Tim,3,2019-03-06,292,-159.36793,22.04892
51 Sicilia Apartment 2 bedrooms,Spain,Condominium,999,Entire home/apt,2,3,4,strict_14_with_grace_period,3,3,30,365,1,9.0,2019-03-08,EasySleep,13,2019-03-08,114,2.17798,41.39824
Gorgeous Studio by Mt. Sinai & CP - 30 Days Min,United States,Apartment,69,Entire home/apt,0,1,2,strict_14_with_grace_period,4,30,0,180,1,8.0,2019-03-07,David,7,2019-03-07,150,-73.9458,40.78999
Perfectly Located Apartment With View,Australia,Apartment,139,Entire home/apt,1,1,2,moderate,259,1,20,1124,2,9.0,2019-03-07,Paul,1,2019-03-07,304,151.22521,-33.87173
MODERN APART. IN THE CENTER - 3 BEDROOM- BLANCA,Spain,Apartment,200,Entire home/apt,3,6,6,moderate,5,1,0,1125,6,9.0,2019-03-08,Cris,4,2019-03-08,169,2.15111,41.39275
Private bedroom in Bushwick BK,United States,Apartment,50,Private room,1,1,1,flexible,0,2,0,30,1,0.0,2019-03-06,Timothy,1,2019-03-06,0,-73.92372,40.69683
Old city Sultanahmet Istanbul,Turkey,Apartment,1192,Entire home/apt,2,3,4,flexible,0,1,0,15,1,0.0,2019-02-18,Talat,1,2019-02-18,363,28.97609,41.00335
"Spacious,Private, jungle retreat...close to lava.",United States,Farm stay,55,Entire home/apt,0,3,4,moderate,78,2,15,1125,2,10.0,2019-03-06,Lana,4,2019-03-06,315,-154.92967,19.41166
Habitacion individual para 1 person,Spain,Apartment,15,Private room,1,1,1,flexible,0,5,0,1125,1,0.0,2019-03-08,Leyre,1,2019-03-08,0,2.18166,41.40325
1300 tl furnished home near taksim,Turkey,House,69,Entire home/apt,1,2,3,moderate,0,1,0,1125,1,0.0,2019-02-18,Mustafa,1,2019-02-18,0,28.9695,41.03136
Grande chambre au coeur du PLATEAU,Canada,Apartment,46,Private room,1,1,2,moderate,0,2,15,1125,1,0.0,2019-03-11,Laure,1,2019-03-11,0,-73.57847,45.52257
Cosy room in Sai Ying Pun heart of HK Female Only,Hong Kong,Apartment,424,Private room,1,1,1,moderate,19,1,150,1125,1,10.0,2019-03-11,Heather,1,2019-03-11,99,114.14537,22.2868
Cozy Townhouse with Private Deck,United States,Townhouse,87,Entire home/apt,3,3,4,strict_14_with_grace_period,118,3,50,1125,4,9.0,2019-03-07,Desmond,2,2019-03-07,23,-73.88891,40.73456
Guindais Well House - Porto downtown,Portugal,House,180,Entire home/apt,4,6,9,moderate,29,2,10,60,4,10.0,2019-02-16,Irene E Alexandre,1,2019-02-16,286,-8.60741,41.14258
Fine Studio by Mt. Sinai & CP - 30 Days Min,United States,Apartment,68,Entire home/apt,0,1,2,strict_14_with_grace_period,7,30,0,180,1,8.0,2019-03-07,David,7,2019-03-07,241,-73.94735,40.79074
Central Park 1BR Apt NYC Manhattan,United States,Apartment,99,Entire home/apt,1,2,3,strict_14_with_grace_period,86,2,75,1125,2,9.0,2019-03-06,Gill,2,2019-03-06,327,-73.98341,40.76812
Habitacion N#5  con baño privado,Spain,House,69,Private room,1,4,4,moderate,61,3,20,1125,1,10.0,2019-03-08,Paulo,5,2019-03-08,235,2.20448,41.39857
Şık aydınlık site içinde daire,Turkey,Apartment,295,Entire home/apt,1,1,3,flexible,0,1,0,1125,1,0.0,2019-02-18,Suna,1,2019-02-18,365,29.20436,41.00618
Sunny Lower E. Side Ap. near BDFMJZ,United States,Apartment,100,Private room,1,1,3,moderate,12,1,25,1125,1,9.0,2019-03-07,Marcus,1,2019-03-07,4,-73.99107,40.71574
GuestHouse Antero de Quental -Triple Bedroom 1Bed,Portugal,Bed and breakfast,25,Shared room,1,3,3,flexible,3,2,25,1125,1,10.0,2019-02-16,Luisa,15,2019-02-16,365,-8.61084,41.16254
Big Downtown Victorian Apartment,Canada,Apartment,90,Entire home/apt,1,2,4,strict_14_with_grace_period,140,2,30,21,2,9.0,2019-03-11,Karl,1,2019-03-11,94,-73.57995,45.49057
Putnam Gardens -Brooklyn Brownstone,United States,Townhouse,125,Entire home/apt,1,2,4,moderate,16,3,100,30,4,8.0,2019-03-07,Debbie,1,2019-03-07,204,-73.93806,40.68435
